41070-EU; ;E27 A19 6W LED Multi Filament Clear  ;220V/240V;E27;6W;27K/30K/40K;600;30000;92;360;YES;0,12 ;10,99 ;10,73 ;10,47 
41004-EU; ;E27 A19 7W LED Milky White ;220V/240V;E27;7W;27K/30K/40K;560;30000;82;270;YES;0,12 ;9,19 ;8,97 ;8,75 
55049-EU; ;E27 A19 7W LED Mirror Clear;220V/240V;E27;7W;27K/30K/40K;800;30000;82;360;YES;0,12 ;8,45 ;8,25 ;8,05 
40603-EU; ;E27 A19 8W LED Filament Clear Eco;220V/240V;E27;8W;27K/30K/40K;900;30000;82;360;NO;0,12 ;15,44 ;15,07 ;14,70 
42102-EU; ;E27 A19 8W LED Milky White CRI92;220V/240V;E27;8W;27K/30K/40K;800;30000;92;360;YES;0,12 ;14,15 ;13,81 ;13,48 
55050-EU; ;E27 A19 8W LED Mirror Clear;220V/240V;E27;8W;27K/30K/40K;900;30000;82;360;YES;0,12 ;20,76 ;20,27 ;19,78 
41145-EU; ;E27 A19 8W LED Multi Filament Clear  ;220V/240V;E27;8W;27K/30K/40K;880;30000;92;360;YES;0,12 ;12,94 ;12,63 ;12,32 
41181-EU; ;E27 A19 8W LED Multi Filament Clear  ;220V/240V;E27;8W;27K/30K/40K;800;30000;92;360;YES;0,12 ;12,94 ;12,63 ;12,32 
41005-EU; ;E27 A19 9W LED  Milky White ;220V/240V;E27;9W;27K/30K/40K;750;30000;82;270;YES;0,12 ;11,03 ;10,76 ;10,50 
42054-EU; ;E27 A19 9W LED  Milky White Water Proof;220V/240V;E27;9W;3000/4000K;900;30000;82;360;Yes;0,12 ;16,45 ;16,25 ;15,95 
67033-EU; ;E27 A21 10W LED Extra Long Filament Clear;220V/240V;E27;10W;27K/30K/40K;1200;30000;92;360;YES;0,12 ;21,00 ;20,50 ;20,00 
67034-EU; ;E27 A21 12,5W LED Extra Long Filament Clear;220V/240V;E27;12.5W;27K/30K/40K;1500;30000;82;360;YES;0,12 ;22,05 ;21,53 ;21,00 
42058-EU; ;E27 A21 13W LED Milky White;220V/240V;E27;13W;27K/30K/40K;1100;30000;92;270;YES;0,12 ;16,17 ;15,79 ;15,40 
67030-EU; ;E27 A21 2,5W LED Extra Long Filament Clear;220V/240V;E27;2.5W;27K/30K/40K;300;30000;82;360;YES;0,12 ;11,55 ;11,28 ;11,00 
67031-EU; ;E27 A21 5W LED Extra Long Filament Clear;220V/240V;E27;5W;27K/30K/40K;600;30000;92;360;YES;0,12 ;14,70 ;14,35 ;14,00 
67032-EU; ;E27 A21 7,5W LED Extra Long Filament Clear;220V/240V;E27;7.5W;27K/30K/40K;900;30000;92;360;YES;0,12 ;17,85 ;17,43 ;17,00 
67004-EU-2200;0089902155766;E27 A21 8W LED Extra Long Filament Clear CRI;220V/240V;E27;8W;2200;900;30000;92;360;YES;0,12 ;17,64 ;17,22 ;16,80 
42121-EU; ;E27 BT125 1,8W Star Lamp Collection 150Lm;220V/240V;E27;1,8W;2200;150;25000;80;360;No;0,12 ;16,54 ;16,14 ;15,75 
55053-EU; ;E27 C42 6W COB LED Filament ;220V/240V;E27;6W;27K/30K/40K;600;30000;80;320;YES;0,12 ;20,95 ;20,45 ;19,95 
42120-EU; ;E27 G125 1,8W Pumping Star Lamp Collection 150Lm;220V/240V;E27;1,8W;2200;150;25000;80;360;No;0,12 ;16,54 ;16,14 ;15,75 
42049-EU; ;E27 Inverted Pyramid 6W LED Filament Clear;220V/240V;E27;6W;27K/30K/40K;600;30000;82;360;YES;0,12 ;24,37 ;23,79 ;23,21 
40503-EU; ;E27 PAR16 6W COB LED Clear;220V/240V;E27;6W COB;27K/30K/40K;500;40000;82;60;YES;0,12 ;14,70 ;14,35 ;14,00 
40505-EU; ;E27 PAR20 8W LED Clear;220V/240V;E27;8W;30K/40K;500;30000;92;38;YES;0,12 ;14,70 ;14,35 ;14,00 
40506-EU; ;E27 PAR30 11W LED Clear;220V/240V;E27;11W;30K/40K;800;30000;92;38;YES;0,12 ;18,38 ;17,94 ;17,50 
41122-EU; ;E27 PAR38 18W LED White;220V/240V;E27;18W;30K/40K;1600;30000;82;120;YES;0,12 ;24,70 ;24,11 ;23,52 
41123-EU; ;E27 PAR38 18W LED White;220V/240V;E27;18W;30K/40K;1760;30000;82;120;YES;0,12 ;24,70 ;24,11 ;23,52 
55079-EU; ;E27 PAR38 18W LED White;220V/240V;E27;18W;30K/40K;1100;25000;80;40;YES;0,12 ;29,40 ;28,70 ;28,00 
42014-EU; ;E27 Pointed Pyramid 6W LED Filament Clear;110V;E27;6W;27K/30K/40K;600;30000;82;360;YES;0,12 ;24,37 ;23,79 ;23,21 
40201-EU; ;E27 R63 7W LED White;220V/240V;E27;7W;27K/30K/40K;450;25000;92;120;YES;0,12 ;9,22 ;9,00 ;8,79 
42302-EU; ;E27 R80 10W LED White;220V/240V;E27;10W;27K/30K/40K;800;30000;82;180;YES;0,12 ;13,45 ;13,13 ;12,81 
41075-EU; ;E27 R90 15W LED White;220V/240V;E27;15W;30K/40K;800;25000;82;180;YES;0,12 ;23,19 ;22,64 ;22,09 
42105-EU; ;E27 S14 6W LED Milky White CRI92;220V/240V;E27;6W;27K/30K/40K;600;30000;92;360;YES;0,12 ;0,00 ;0,00 ;0,00 
41089-EU-3500;0089902150464;E40 100W LED Corn Light Mogul ;AC85-265V/277V;E40;100W;3500;10080;30000;80;360;NO;0,12 ;439,31 ;428,85 ;418,39 
41135-EU-3500;0089902151003;E40 100W LED Corn Light Mogul ;AC85-265V/277V;E40;100W;3500;10080;30000;80;360;YES;0,12 ;709,28 ;692,39 ;675,50 
41090-EU-3500;0089902150471;E40 125W LED Corn Light Mogul ;AC85-265V/277V;E40;125W;3500;12000;30000;80;360;NO;0,12 ;469,48 ;458,30 ;447,13 
41136-EU-3500;0089902151010;E40 125W LED Corn Light Mogul ;AC85-265V/277V;E40;125W;3500;12000;30000;80;360;YES;0,12 ;746,03 ;728,26 ;710,50 
55077-EU-6000;0089902155261;E40 220W LED  Corn Light E40 ;AC85-265V/277V;E40;220W;6000;27000;30000;80;360;No;0,12 ;973,88 ;950,69 ;927,50 
55078-EU-6000;0089902155278;E40 250W LED  Corn Light E40 ;AC85-265V/277V;E40;250W;6000;31000;30000;80;360;NO;0,12 ;1 010,63 ;986,56 ;962,50 
55088-EU-6000;0089902155483;E40 300W LED  Corn Light E40 ;AC85-265V/277V;E40;300W;6000;300000;30000;80;360;No;0,12 ;1 084,13 ;1 058,31 ;1 032,50 
41073-EU-3500;0089902150198;E40 45W LED Corn Light Mogul ;AC85-265V/277V;E40;45W;3500;3500;30000;80;360;NO;0,12 ;137,81 ;134,53 ;131,25 
41146-EU-3500;0089902151201;E40 45W LED Corn Light Mogul ;AC85-265V/277V;E40;45W;3500;3500;30000;80;360;YES;0,12 ;396,90 ;387,45 ;378,00 
41087-EU-3500;0089902150440;E40 54W LED Corn Light Mogul ;AC85-265V/277V;E40;54W;3500;5600;30000;80;360;NO;0,12 ;181,69 ;177,37 ;173,04 
41133-EU-3500;0089902150983;E40 54W LED Corn Light Mogul ;AC85-265V/277V;E40;54W;3500;5600;30000;80;360;YES;0,12 ;404,25 ;394,63 ;385,00 
41088-EU-3500;0089902150457;E40 80W LED Corn Light Mogul ;AC85-265V/277V;E40;80W;3500;8000;30000;80;360;NO;0,12 ;396,02 ;386,59 ;377,16 
41134-EU-3500;0089902150990;E40 80W LED Corn Light Mogul ;AC85-265V/277V;E40;80W;3500;8000;30000;80;360;YES;0,12 ;602,70 ;588,35 ;574,00 
30001-EU-4000;0089902156527;Flood Light Slim 10W LED COB IP65;AC85-265V;FL;10W;30K/40K;900;30000;80;120;NO;0,12 ;28,74 ;28,05 ;27,37 
30003-EU-4000;0089902156541;Flood Light Slim 20W LED COB IP65;AC85-265V;FL;20W;4000;1800;30000;80;120;NO;0,12 ;48,51 ;47,36 ;46,20 
